T since,Latitude,Longitude,Altitude,,,SGP4 Test
0,17.7286609649,-93.4256072059,403.325425873,,,1 25544U 98067A   16291.11854479  .00010689  00000-0  16758-3 0  9992
1,17.7286609649,-93.4256072059,403.325425873,,,2 25544  51.6446 169.8664 0007102  80.6091  76.5051 15.54264543 23954
2,17.7286609649,-93.4256072059,403.325425873,,,Singapore UTC+8:,,17/10/16 10:50:42
3,17.7286609649,-93.4256072059,403.325425873
4,17.7286609649,-93.4256072059,403.325425873
5,17.7286609649,-93.4256072059,403.325425873
6,17.7286609649,-93.4256072059,403.325425873
7,17.7286609649,-93.4256072059,403.325425873
8,17.7286609649,-93.4256072059,403.325425873
9,17.7286609649,-93.4256072059,403.325425873
10,17.7286609649,-93.4256072059,403.325425873
11,17.7286609649,-93.4256072059,403.325425873
12,17.7286609649,-93.4256072059,403.325425873
13,17.7286609649,-93.4256072059,403.325425873
14,17.7286609649,-93.4256072059,403.325425873
15,17.7286609649,-93.4256072059,403.325425873
16,17.7286609649,-93.4256072059,403.325425873
17,17.7286609649,-93.4256072059,403.325425873
18,17.7286609649,-93.4256072059,403.325425873
19,17.7286609649,-93.4256072059,403.325425873
20,17.7286609649,-93.4256072059,403.325425873
21,17.7286609649,-93.4256072059,403.325425873
22,17.7286609649,-93.4256072059,403.325425873
23,17.7286609649,-93.4256072059,403.325425873
24,17.7286609649,-93.4256072059,403.325425873
25,17.7286609649,-93.4256072059,403.325425873
26,17.7286609649,-93.4256072059,403.325425873
27,17.7286609649,-93.4256072059,403.325425873
28,17.7286609649,-93.4256072059,403.325425873
29,17.7286609649,-93.4256072059,403.325425873
30,17.7286609649,-93.4256072059,403.325425873
31,17.7286609649,-93.4256072059,403.325425873
32,17.7286609649,-93.4256072059,403.325425873
33,17.7286609649,-93.4256072059,403.325425873
34,17.7286609649,-93.4256072059,403.325425873
35,17.7286609649,-93.4256072059,403.325425873
36,17.7286609649,-93.4256072059,403.325425873
37,17.7286609649,-93.4256072059,403.325425873
38,17.7286609649,-93.4256072059,403.325425873
39,17.7286609649,-93.4256072059,403.325425873
40,17.7286609649,-93.4256072059,403.325425873
41,17.7286609649,-93.4256072059,403.325425873
42,17.7286609649,-93.4256072059,403.325425873
43,17.7286609649,-93.4256072059,403.325425873
44,17.7286609649,-93.4256072059,403.325425873
45,17.7286609649,-93.4256072059,403.325425873
46,17.7286609649,-93.4256072059,403.325425873
47,17.7286609649,-93.4256072059,403.325425873
48,17.7286609649,-93.4256072059,403.325425873
49,17.7286609649,-93.4256072059,403.325425873
50,17.7286609649,-93.4256072059,403.325425873
51,17.7286609649,-93.4256072059,403.325425873
52,17.7286609649,-93.4256072059,403.325425873
53,17.7286609649,-93.4256072059,403.325425873
54,17.7286609649,-93.4256072059,403.325425873
55,17.7286609649,-93.4256072059,403.325425873
56,17.7286609649,-93.4256072059,403.325425873
57,17.7286609649,-93.4256072059,403.325425873
58,17.7286609649,-93.4256072059,403.325425873
59,17.7286609649,-93.4256072059,403.325425873
