T since,X,Y,Z,Radius,,,SGP4 Test
0,5869.95363888,-2700.35975464,2052.6174129,6779.49384326,,,1 25544U 98067A   16291.11854479  .00010689  00000-0  16758-3 0  9992
1,6078.28298059,-2466.64256653,1715.30683891,6780.27485392,,,2 25544  51.6446 169.8664 0007102  80.6091  76.5051 15.54264543 23954
2,6258.61380821,-2221.5632507,1370.07227113,6781.05361322,,,Singapore UTC+8:,,17/10/16 10:50:42
3,6410.12060107,-1966.25254691,1018.50966041,6781.82550106
4,6532.11181008,-1701.88819408,662.243759068,6782.58615286
5,6624.0330367,-1429.68936853,302.920446634,6783.3314941
6,6685.46953497,-1150.91092268,-57.8010425081,6784.05776918
7,6716.14802324,-866.837456086,-418.255946662,6784.76156414
8,6715.93779729,-578.777252269,-776.781815958,6785.43982322
9,6684.8511416,-288.056115121,-1131.72631978,6786.08985895
10,6623.04304054,3.98886043037,-1481.45497967,6786.70935614
11,6530.81019654,296.015549072,-1824.35878614,6787.29636962
12,6408.58936678,586.683052913,-2158.86165905,6787.84931621
13,6256.95503482,874.657923079,-2483.42771361,6788.36696112
14,6076.61643742,1158.62031283,-2796.56829588,6788.84839943
15,5868.41397095,1437.27003139,-3096.84875474,6789.29303295
16,5633.31500458,1709.33246927,-3382.89491959,6789.70054334
17,5372.40913061,1973.564368,-3653.39925658,6790.07086187
18,5086.90288423,2228.7594089,-3907.12667885,6790.40413679
19,4778.11396667,2473.75359815,-4142.91998947,6790.70069889
20,4447.46500696,2707.43042698,-4359.70493878,6790.96102612
21,4096.47689809,2928.72578871,-4556.49488068,6791.18570794
22,3726.76174333,3136.63263583,-4732.39501512,6791.37541024
23,3340.01544875,3330.20536258,-4886.60620647,6791.53084156
24,2938.00999686,3508.56390036,-5018.42836966,6791.65272125
25,2522.58543617,3670.89751471,-5127.26341782,6791.74175024
26,2095.64161994,3816.46829406,-5212.61776675,6791.79858514
27,1659.12972704,3944.61432187,-5274.10439286,6791.8238159
28,1215.04359638,4054.75252432,-5311.44444215,6791.81794784
29,765.410905821,4146.3811868,-5324.46838867,6791.78138804
30,312.284225789,4219.08213286,-5313.11674136,6791.71443664
31,-142.268022967,4272.52255982,-5277.44029851,6791.617283
32,-596.170677826,4306.45652519,-5217.59994965,6791.490007
33,-1047.35097957,4320.72607884,-5133.86602463,6791.33258511
34,-1493.7477246,4315.26203531,-5026.61719007,6791.14490154
35,-1933.32039359,4290.0843816,-4896.33889397,6790.92676372
36,-2364.05822519,4245.3023155,-4743.62135945,6790.67792226
37,-2783.98920227,4181.11391013,-4569.15712967,6790.39809462
38,-3191.18891696,4097.80540109,-4373.73816679,6790.08699213
39,-3583.78927918,3995.750093,-4158.25250938,6789.74434975
40,-3959.9870323,3875.40688358,-3923.68049385,6789.36995804
41,-4318.05203787,3737.31840464,-3671.09054799,6788.9636964
42,-4656.33529052,3582.10878051,-3401.63456629,6788.52556714
43,-4973.2766228,3410.48100679,-3116.54287973,6788.05572942
44,-5267.41205967,3223.21395397,-2817.1188351,6787.55453241
45,-5537.38078146,3021.15900282,-2504.73300205,6787.0225468
46,-5781.93165499,2805.23632117,-2180.81702898,6786.46059404
47,-5999.92929282,2576.4307939,-1846.85717225,6785.8697725
48,-6190.35960226,2335.78762127,-1504.38752603,6785.2514799
49,-6352.33478736,2084.40760301,-1154.98298343,6784.6074314
50,-6485.09776986,1823.44212872,-800.251962334,6783.93967283
51,-6588.02599784,1554.0878977,-441.82893203,6783.25058856
52,-6660.63461456,1277.5813939,-81.3667792185,6782.54290362
53,-6702.57896386,995.193144086,279.470946165,6781.81967989
54,-6713.6564132,708.221789358,639.017863132,6781.08430613
55,-6693.80747976,417.988002058,995.6126266,6780.34048173
56,-6643.11625061,125.828281365,1347.60678522,6779.59219446
57,-6561.81009265,-166.91133793,1693.37258604,6778.8436921
58,-6450.25865352,-458.881628403,2031.31068239,6778.09944856
59,-6308.97215977,-748.736529446,2359.85770213,6777.36412462
60,-6138.59902361,-1035.13948805,2677.49363494,6776.64252396
61,-5939.92277414,-1316.76974641,2982.74899893,6775.93954507
62,-5713.85833378,-1592.32854273,3274.21174916,6775.26012968
63,-5461.4476641,-1860.54519295,3550.533893,6774.60920851
64,-5183.85480926,-2120.18302251,3810.43778017,6773.99164518
65,-4882.36036808,-2370.04511933,4052.722038,6773.41217916
66,-4558.35542829,-2608.97988076,4276.26712572,6772.87536866
67,-4213.33499863,-2835.88632957,4480.04048436,6772.38553439
68,-3848.89097597,-3049.71917607,4663.101262,6771.94670515
69,-3466.70468547,-3249.49360556,4824.60459701,6771.56256608
70,-3068.53903276,-3434.2897723,4963.80544454,6771.23641051
71,-2656.23030715,-3603.25698321,5080.06193411,6770.97109624
72,-2231.67967487,-3755.61755625,5172.8382485,6770.76900692
73,-1796.8444015,-3890.67034012,5241.70701602,6770.63201928
74,-1353.72884183,-4007.79388354,5286.35121034,6770.56147666
75,-904.375235656,-4106.44924339,5306.56555333,6770.55816955
76,-450.854347279,-4186.18242244,5302.25741792,6770.62232312
77,4.74401363331,-4246.6264284,5273.4472293,6770.75359234
78,460.320552269,-4287.5029467,5220.26836373,6770.95106452
79,913.776092378,-4308.62362069,5142.96654539,6771.21326933
80,1363.02118564,-4309.89093333,5041.89874285,6771.53819622
81,1805.98568842,-4291.29868556,4917.53156773,6771.92331875
82,2240.62826718,-4252.93206747,4770.43917956,6772.36562569
83,2664.94579294,-4194.96731917,4601.30070217,6772.86165812
84,3076.9825846,-4117.67097963,4410.8971586,6773.40755205
