No.of Days,Sun_PosX,Sun_PosY,Sun_PosZ,SunVecX,SunVecY,SunVecZ,SunVec_Mag,X_azi,Y_azi,Z_azi,nX_azi,nY_azi,nZ_azi,X_ele
358,148997573494,-12283725680.4,-5325044065.77,0.996618843591,-0.0821637426084,-0.0356182786796,149503069114,-4.71294861756,0,0,0,0,0,-2.03991467959
359,149203448949,-9960406082.03,-4317875681.74,0.997779160061,-0.0666089164356,-0.0288752473048,149535539941,-3.81923751359,0,0,0,0,0,-1.65397022274
360,149366113805,-7637146653.7,-3310733415.97,0.998695397776,-0.0510637098201,-0.02213632053,149561235948,-2.92700803011,0,0,0,0,0,-1.26811063558
361,149485686456,-5314563068.2,-2303884165.04,0.999368615472,-0.035529852365,-0.015402316154,149580124509,-2.03613913419,0,0,0,0,0,-0.8824179357
362,149562293186,-2993264173.06,-1297591866.76,0.999799789993,-0.0200094959886,-0.00867422494495,149592247505,-1.14653618736,0,0,0,0,0,-0.496984015423
363,149596067825,-673852067.365,-292117533.424,0.999989854967,-0.00450443812634,-0.00195265335713,149597581402,-0.258086166481,0,0,0,0,0,-0.111878654023
364,149587151418,1643077807.23,712280708.696,0.999939680179,0.0109834422479,0.00476132392358,149596178543,0.629317538824,0,0,0,0,0,0.272801704238
365,149535691906,3956936562.16,1715347574.15,0.99965007952,0.0264521930363,0.0114671685639,149588033071,1.51577582431,0,0,0,0,0,0.656991565442
366,149441843819,6267141745.04,2716830567.6,0.999121800727,0.0419002065905,0.0181638739087,149573200736,2.40140801112,0,0,0,0,0,1.04059888432
367,149305767994,8573117211.03,3716479928.09,0.998355547306,0.0573253972008,0.0248508021201,149551697879,3.28630490707,0,0,0,0,0,1.42355308297
368,149127631297,10874292983.3,4714048568.54,0.997351935222,0.0727263178616,0.0315271405923,149523579069,4.17059305683,0,0,0,0,0,1.80577396517
369,148907606368,13170105103.7,5709292010.95,0.996111559016,0.0881008626214,0.0381920565033,149488886659,5.05436049367,0,0,0,0,0,2.18718063047
370,148645871381,15459995473.9,6701968317.67,0.994634907474,0.103447575296,0.0448449508057,149447669133,5.93773209563,0,0,0,0,0,2.56770605722
371,148342609818,17743411688.8,7691838019.06,0.99292245571,0.118764459951,0.0514848245217,149399998882,6.82080142476,0,0,0,0,0,2.94726090334
372,147998010263,20019806862.2,8678664038.01,0.990974581858,0.134049909035,0.0581111893856,149345914736,7.70368433104,0,0,0,0,0,3.32578563288
373,147612266212,22288639446.5,9662211611.64,0.988791627294,0.149302102439,0.0647230106884,149285519312,8.58648455052,0,0,0,0,0,3.70319014169
374,147185575903,24549373046.3,10642248210.6,0.986373876234,0.164519227699,0.0713197430437,149218845012,9.46930657495,0,0,0,0,0,4.07941297669
375,146718142157,26801476227.8,11618543456.6,0.983721530561,0.179699611324,0.0779004658374,149146015731,10.3522635089,0,0,0,0,0,4.45437202331
376,146210172241,29044422324.6,12590869037.8,0.980834787394,0.194841268314,0.0844644381071,149067070865,11.2354510808,0,0,0,0,0,4.82799622076
377,145661877752,31277689240,13558998623.5,0.977713717477,0.209942579429,0.0910109299073,148982137488,12.118987275,0,0,0,0,0,5.20021597195
378,145073474511,33500759248.4,14522707777.9,0.974358427646,0.225001454383,0.0975389725994,148891281435,13.0029636859,0,0,0,0,0,5.57094900788
379,144445182480,35713118795.2,15481773873.3,0.970768875333,0.240016230044,0.104047980752,148794613868,13.8874982746,0,0,0,0,0,5.94013576459
380,143777225695,37914258295.9,16435976003.2,0.966945071308,0.254984762433,0.110536846674,148692241619,14.7726822556,0,0,0,0,0,6.30768802738
381,143069832217,40103671937.6,17385094895.9,0.962886879548,0.269905274483,0.117004983648,148584251502,15.6586302109,0,0,0,0,0,6.67354813912
382,142323234095,42280857480.2,18328912828.8,0.958594211453,0.284775591948,0.12345129741,148470790970,16.5454351094,0,0,0,0,0,7.03763077834
383,141537667355,44445316061.9,19267213543.5,0.954066858204,0.299593775095,0.129875036625,148351931022,17.4332059557,0,0,0,0,0,7.39987113297
384,140713372000,46596552006.5,20199782162.9,0.949304628744,0.314357633668,0.136275241892,148227843257,18.3220390888,0,0,0,0,0,7.76019378719
385,139850592024,48734072635.7,21126405109.4,0.944307266978,0.329065017183,0.14265090991,148098603943,19.2120356728,0,0,0,0,0,8.11852206802
386,138949575448,50857388086.2,22046870025.6,0.939074473651,0.343713736905,0.149001228896,147964385526,20.103297251,0,0,0,0,0,8.47479129544
387,138010574366,52966011132.2,22960965697.7,0.933605974674,0.358301387177,0.155324981497,147825290748,20.9959149844,0,0,0,0,0,8.8289153074
388,137033845013,55059457014.9,23868481981.3,0.927901361373,0.372825781783,0.161621395324,147681475956,21.8899964719,0,0,0,0,0,9.18083419361
389,136019647837,57137243278.7,24769209730.2,0.921960361511,0.387284251942,0.167889174939,147533080291,22.7856228203,0,0,0,0,0,9.53046013599
390,134968247597,59198889615.5,25662940729.6,0.915782477632,0.401674561881,0.174127421282,147380240984,23.6829052439,0,0,0,0,0,9.87772885466
391,133879913463,61243917718.1,26549467631.8,0.909367432403,0.415993837555,0.180334905754,147223129543,24.5819187712,0,0,0,0,0,10.22255912
392,132754919142,63271851142,27428583896.7,0.902714694499,0.43023967778,0.186510479953,147061872742,25.4827716558,0,0,0,0,0,10.5648756536
393,131593543003,65282215177.9,28300083736.4,0.89582394535,0.444409112122,0.192653039184,146896662584,26.3855401279,0,0,0,0,0,10.9046070829
394,130396068221,67274536734.3,29163762064.5,0.88869469816,0.458499436709,0.198761182636,146727627480,27.2903212095,0,0,0,0,0,11.2416671985
395,129162782934,69248344231.6,30019414449.8,0.881326552257,0.472507680665,0.204833856912,146554968510,28.197199023,0,0,0,0,0,11.5759905431
396,127893980405,71203167507.4,30866837075.5,0.873719132349,0.486430753312,0.210869524802,146378824725,29.1062540669,0,0,0,0,0,11.9074865996
397,126589959195,73138537734.4,31705826703.7,0.865871949377,0.500265696687,0.216867025974,146199398870,30.0175799087,59.9824200913,0,0,0,0,12.236087218
398,125251023348,75053987350.5,32536180645,0.857784759329,0.514009053094,0.222824841696,146016846179,30.9312416931,59.0687583069,0,0,0,0,12.5617062337
399,123877482580,76949050002.5,33357696733.9,0.849457037487,0.527657788215,0.228741564177,145831365527,31.8473371867,58.1526628133,0,0,0,0,12.8842652698
400,122469652476,78823260503,34170173310.5,0.840888636503,0.541208186375,0.234615778439,145643133604,32.7659232574,57.2340767426,0,0,0,0,13.2036872469
401,121027854698,80676154801.5,34973409207.6,0.832079094891,0.554656992965,0.240445801257,145452339135,33.6870925596,56.3129074404,0,0,0,0,13.5198822457
402,119552417193,82507269968.8,35767203744.3,0.823028304205,0.568000361336,0.246230273443,145259185865,34.6109022531,55.3890977469,0,0,0,0,13.8327796896
403,118043674405,84316144197.7,36551356725.7,0.813735967212,0.581234699296,0.251967341349,145063847477,35.5374317466,54.4625682534,0,0,0,0,14.1422840072
404,116501967501,86102316816.2,37325668449.6,0.804201981334,0.594356099673,0.257655548143,144866556000,36.4667435066,53.5332564934,0,0,0,0,14.4483228674
405,114927644585,87865328317.8,38089939718.6,0.794426274445,0.60736059674,0.263293036633,144667472698,37.3989006343,52.6010993657,0,0,0,0,14.7508041623
406,113321060925,89604720405.7,38843971859.9,0.784408769757,0.620244211523,0.268878096085,144466848863,38.3339702865,51.6660297135,0,0,0,0,15.0496455022
407,111682579179,91320036052.7,39587566751,0.774149630992,0.633002645204,0.274408978908,144264847193,39.2720013219,50.7279986781,0,0,0,0,15.3447643195
408,110012569618,93010819576.2,40320526852.6,0.763648870869,0.645631785169,0.27988366986,144061718999,40.2130610915,49.7869389085,0,0,0,0,15.6360656084
409,108311410354,94676616729.8,41042655247.6,0.752906873164,0.658127070058,0.285300508867,143857648864,41.1571884552,48.8428115448,0,0,0,0,15.9234750969
410,106579487556,96316974808.6,41753755687.4,0.741923816148,0.670484191486,0.290657270977,143652867601,42.1044459378,47.8955540622,0,0,0,0,16.2068903397
411,104817195679,97931442771.3,42453632644.6,0.730700291407,0.682698384455,0.295952236357,143447596833,43.054865881,46.945134119,0,0,0,0,16.4862374771
412,103024937675,99519571377.2,43142091372.2,0.719236709131,0.694765108679,0.301183152741,143242037610,44.0085023625,45.9914976375,0,0,0,0,16.7614163113
413,101203125208,101080913339,43818937970,0.707533868609,0.70667943565,0.306348063962,143036447818,44.9653833009,45.0346166991,0,0,0,0,17.032344063
414,99352178860.1,102615023488,44483979456.9,0.695592472319,0.718436575108,0.311444843959,142831007207,45.9255515842,44.0744484158,0,0,0,0,17.2989307617
415,97472528334.9,104121458960,45137023849.9,0.683413526553,0.730031473106,0.316471211782,142625992356,46.8890326202,43.1109673798,0,0,0,0,17.5610801033
416,95564612649,105599779389,45777880249.5,0.670998093472,0.741459074094,0.321425194123,142421582811,47.8558550554,42.1441449446,0,0,0,0,17.8187135291
417,93628880319.6,107049547121,46406358931.5,0.658347378405,0.752714241494,0.326304247415,142218049624,48.8260440616,41.1739559384,0,0,0,0,18.0717244768
418,91665789541.2,108470327436,47022271444,0.645462870331,0.763791648962,0.331106434389,142015592646,49.7996112282,40.2003887718,0,0,0,0,18.3200394896
419,89675808353.3,109861688789,47625430711.9,0.632345979911,0.774686105264,0.335829129729,141814460167,50.7765824584,39.2234175416,0,0,0,0,18.5635510573
420,87659414797.7,111223203065,48215651145.3,0.61899865532,0.785392045231,0.340470246637,141614880842,51.7569522025,38.2430477975,0,0,0,0,18.802181022
421,85617097063.4,112554445836,48792748755,0.605422570916,0.795904209453,0.345027274248,141417077075,52.7407441081,37.2592558919,0,0,0,0,19.035830826
422,83549353620.8,113854996646,49356541272,0.59162009927,0.806216880336,0.349497837433,141221300970,53.7279401608,36.2720598392,0,0,0,0,19.2644103176
423,81456693341.8,115124439296,49906848273.5,0.577593302865,0.816324675901,0.353879641768,141027756887,54.7185541897,35.2814458103,0,0,0,0,19.4878347664
424,79339635606.7,116362362145,50443491312.1,0.56334488725,0.826221845517,0.358170018848,140836707984,55.7125639092,34.2874360908,0,0,0,0,19.7060016289
425,77198710397.1,117568358420,50966294051.2,0.54887745344,0.835902829942,0.362366846339,140648350921,56.7099643774,33.2900356226,0,0,0,0,19.9188373083
426,75034458372.8,118742026538,51475082403.1,0.534193954815,0.845361945346,0.366467301357,140462948437,57.7107360854,32.2892639146,0,0,0,0,20.126233718
427,72847430933.8,119882970431,51969684672.9,0.519297630001,0.854593453916,0.370469275784,140280696659,58.7148503085,31.2851496915,0,0,0,0,20.3281199538
428,70638190265.9,120990799891,52449931704,0.504191675202,0.863591775469,0.374370005093,140101849804,59.7222913476,30.2777086524,0,0,0,0,20.5243928155
429,68407309368.7,122065130910,52915657028.8,0.488879957197,0.872351068923,0.378167219627,139926608183,0,29.2669909648,0,0,0,0,20.7149748328
430,66155372067.6,123105586037,53366697021.4,0.473366015384,0.880865832848,0.381858392172,139755209951,0,28.2530146687,0,0,0,0,20.8997762185
431,63882973006.4,124111794734,53802891053,0.457654237638,0.889130248485,0.385441003043,139587865087,0,27.235843027,0,0,0,0,21.0787081391
432,61590717622.6,125083393742,54224081650.1,0.441748663834,0.897138851015,0.388912818632,139424786901,0,26.2155060961,0,0,0,0,21.2516964566
433,59279222103.5,126020027447,54630114654.3,0.425654072673,0.904885965422,0.392271127392,139266200465,0,25.192071103,0,0,0,0,21.4186435098
434,56949113323.4,126921348256,55020839383.6,0.40937513103,0.912366155715,0.395513900797,139112288085,0,24.1655875539,0,0,0,0,21.5794857845
435,54601028761.8,127787016972,55396108794.8,0.392916935406,0.919573967591,0.39863842065,138963289106,0,23.1361218344,0,0,0,0,21.7341255559
436,52235616401.1,128616703165,55755779647.2,0.376284815635,0.926504040748,0.401642688568,138819358320,0,22.1037445669,0,0,0,0,21.8825006727
437,49853534605.4,129410085558,56099712666.1,0.359484196943,0.933151173256,0.404524201544,138680736535,0,21.0685221776,0,0,0,0,22.024523778
438,47455451978.9,130166852397,56427772706.2,0.342521023854,0.939510163978,0.407280839497,138547566670,0,20.0305431004,0,0,0,0,22.160126056
439,45042047204.4,130886701831,56739828915.4,0.325401109802,0.945576077182,0.409910458538,138420068407,0,18.9898778692,0,0,0,0,22.2892369766
440,42614008862,131569342288,57035754896.1,0.308130932367,0.951343959101,0.412410789498,138298393361,0,17.9466278416,0,0,0,0,22.41177922
441,40172035227,132214492842,57315428867.4,0.290716747894,0.956809162003,0.414780040297,138182719121,0,16.9008715404,0,0,0,0,22.5276980573
442,37716834049,132821883583,57578733823.2,0.273165492922,0.961967054257,0.417015920389,138073218065,0,15.852719305,0,0,0,0,22.6369134257
443,35249122310.2,133391255981,57825557690.3,0.255483895619,0.966813311389,0.419116848111,137970019173,0,14.8022601229,0,0,0,0,22.7393788467
444,32769625964.3,133922363238,58055793482.4,0.237679283616,0.97134368693,0.421080729099,137873309744,0,13.7496101776,0,0,0,0,22.8350216061
445,30279079656.8,134414970643,58269339451.8,0.219758877148,0.975554219874,0.422906019155,137783182098,0,12.694871089,0,0,0,0,22.9237944808
446,27778226425.1,134868855910,58466099238.1,0.201730311413,0.979441106681,0.424591002334,137699817108,0,11.6381612,0,0,0,0,23.0056404131
447,25267817380.6,135283809514,58645982011.9,0.18360132406,0.983000790337,0.426134092798,137623292490,0,10.5795974614,0,0,0,0,23.0805071016
448,22748611372.5,135659635013,58808902615.8,0.165379763674,0.986229959881,0.427533994734,137553758527,0,9.51929641625,0,0,0,0,23.1483546147
449,20221374633.4,135996149360,58954781699.7,0.14707388862,0.989125508359,0.428789158685,137491296183,0,8.45739199006,0,0,0,0,23.2091289209
450,17686880407.9,136293183208,59083545851.8,0.128691702788,0.991684650296,0.429898599787,137436011275,0,7.39399736992,0,0,0,0,23.2628014275
451,15145908564.7,136550581198,59195127724,0.110241912492,0.993904784539,0.43086099292,137387992402,0,6.32926094728,0,0,0,0,23.3093250674
452,12599245192.2,136768202233,59289466151.5,0.09173270278,0.995783666888,0.431675499137,137347301357,0,5.26329606383,0,0,0,0,23.3486741996
453,10047682178.6,136945919744,59366506267,0.0731730554163,0.997319258794,0.432341188721,137314026725,0,4.19625761355,0,0,0,0,23.3808166234
454,7492016778.15,137083621935,59426199607.4,0.0545714364118,0.998509868919,0.432857280991,137288195292,0,3.1282669854,0,0,0,0,23.4057251063
455,4933051162.36,137181212017,59468504215.6,0.0359368813284,0.999354061662,0.433223280571,137269884109,0,2.05947507938,0,0,0,0,23.4233838931
456,2371591959,137238608425,59493384733.2,0.0172782285386,0.999850720267,0.433438527488,137259094338,0,0.990018836466,0,0,0,0,23.4337669479
457,-191550221.56,137255745016,59500812487.7,-0.00139560073798,0.999999026149,0.433502851025,137255882381,0,-0.0799620581249,0,0,0,0,23.4368694625
458,-2755561271.27,137232571250,59490765571.7,-0.0200754110419,0.999798468628,0.433415879784,137260230483,0,-1.15031360049,0,0,0,0,23.4326745475
459,-5319624079.73,137169052358,59463228913.3,-0.0387524335656,0.999248842327,0.433177605327,137272167432,0,-2.2209070008,0,0,0,0,23.4211804065
460,-7882919038.95,137065169488,59418194340.4,-0.0574172715522,0.998350267655,0.432788089562,137291663230,0,-3.29157760426,0,0,0,0,23.4023862211
461,-10444624556.6,136920919827,59355660635.3,-0.076061229195,0.997103148833,0.432247405846,137318710971,0,-4.36220044664,0,0,0,0,23.3762893161
462,-13003917576.6,136736316716,59275633581.5,-0.0946749436238,0.995508239569,0.431556057147,137353277053,0,-5.43261112952,0,0,0,0,23.3429053662
463,-15559974106.3,136511389732,59178126002,-0.113249687656,0.993566559545,0.430714269217,137395310457,0,-6.50267999214,0,0,0,0,23.3022343074
464,-18111969748.7,136246184760,59063157789,-0.131776338144,0.991279474571,0.429722846454,137444780513,0,-7.5722521779,0,0,0,0,23.2543017166
465,-20659080239.2,135940764040,58930755924.3,-0.15024610466,0.988648627185,0.428582337792,137501590091,0,-8.64118894817,0,0,0,0,23.199118573
466,-23200481984.9,135595206194,58780954491.9,-0.16865020858,0.985675964578,0.427293663967,137565708073,0,-9.70934860494,0,0,0,0,23.136711644
467,-25735352606.6,135209606232,58613794680.2,-0.186979866421,0.98236374605,0.42585783606,137637002279,0,-10.7765848639,0,0,0,0,23.0671099685
468,-28262871481.5,134784075542,58429324776.7,-0.205226656874,0.978714472821,0.42427579693,137715424583,0,-11.8427676448,0,0,0,0,22.9903372436
469,-30782220285.1,134318741852,58227600152.8,-0.223381931941,0.974730994933,0.422549013582,137800830137,0,-12.9077481679,0,0,0,0,22.9064406693
470,-33292583532.3,133813749176,58008683239.9,-0.241437607308,0.970416344554,0.420678516697,137893131306,0,-13.9714046457,0,0,0,0,22.8154444278
471,-35793149115.7,133269257737,57772643496.4,-0.259385296348,0.965773921805,0.418666067144,137992192389,0,-15.0335909404,0,0,0,0,22.7174064904
472,-38283108840.7,132685443873,57519557366,-0.277217242361,0.960807265032,0.416512960555,138097872125,0,-16.0941910125,0,0,0,0,22.6123605951
473,-40761658955,132062499919,57249508227.2,-0.294925421057,0.955520275041,0.414221032622,138210051333,0,-17.1530653471,0,0,0,0,22.5003653316
474,-43228000673.2,131400634070,56962586333.9,-0.312502401569,0.949916969537,0.411792003813,138328539768,0,-18.2101017187,0,0,0,0,22.3814723535
475,-45681340693.5,130700070223,56658888747.8,-0.329940615881,0.944001689613,0.40922764463,138453223045,0,-19.2651711581,0,0,0,0,22.2557345475
476,-48120891707.7,129961047805,56338519261.7,-0.347232942359,0.93777890984,0.406530125251,138583883179,0,-20.3181626051,0,0,0,0,22.1232233555
477,-50545872900.4,129183821576,56001588315.3,-0.364372366926,0.931253337294,0.403701171025,138720388252,0,-21.3689622015,0,0,0,0,21.9839874693
478,-52955510440,128368661412,55648212902.4,-0.381352054086,0.924429884223,0.400743262056,138862517268,0,-22.417457172,0,0,0,0,21.838111953
479,-55349037957.1,127515852081,55278516470.8,-0.398165613421,0.917313547425,0.397658234604,139010102723,0,-23.463552096,0,0,0,0,21.6856495516
480,-57725697012,126625692987,54892628814,-0.414806513639,0.909909641801,0.394448648108,139162935207,0,-24.5071323183,0,0,0,0,21.5266882568
481,-60084737548.7,125698497906,54490685956.1,-0.431268977561,0.90222340304,0.391116633687,139320807447,0,-25.5481196332,0,0,0,0,21.3612946005
482,-62425418335.2,124734594705,54072830029.5,-0.447546877475,0.894260472381,0.387664634471,139483521960,0,-26.5864027531,0,0,0,0,21.1895504183
483,-64747007389.4,123734325045,53639209145.3,-0.463634944893,0.886026318951,0.38409516653,139650839854,0,-27.6219137477,0,0,0,0,21.0115412181
484,-67048782389.1,122698044065,53189977258.5,-0.479527614856,0.877526789671,0.38041049727,139822567571,0,-28.6545543423,0,0,0,0,20.8273402565
485,-69330031066.6,121626120057,52725294025.9,-0.495219986774,0.868767612598,0.376613459233,139998446809,0,-29.684257559,0,0,0,0,20.6370493459
486,-71590051585.4,120518934128,52245324658.7,-0.510707192692,0.859754711143,0.372706241546,140178279714,0,-30.7109469799,0,-59.2890530201,0,0,20.4407385383
487,-73828152900.3,119376879843,51750239770,-0.525984618565,0.85049408054,0.368691793654,140361798822,0,-31.734550969,0,-58.265449031,0,0,20.2385166382
488,-76043655098.6,118200362866,51240215216.9,-0.541048117748,0.840991637462,0.364572411416,140548796224,0,-32.7550173006,0,-57.2449826994,0,0,20.0304603194
489,-78235889723.4,116989800583,50715431938,-0.555893397863,0.831253589594,0.360350932544,140739004123,0,-33.7722718747,0,-56.2277281253,0,0,19.8166744286
490,-80404200077.1,115745621717,50176075786.7,-0.570516932794,0.821285839032,0.356029913686,140932198537,0,-34.7862809196,0,-55.2137190804,0,0,19.5972506278
491,-82547941505.3,114468265934,49622337361.1,-0.584914875232,0.81109468543,0.351611942589,141128121702,0,-35.7969765651,0,-54.2030234349,0,0,19.3722832323
492,-84666481661.1,113158183447,49054411829.7,-0.599084160715,0.800686061063,0.347099857692,141326525962,0,-36.8043336089,0,-53.1956663911,0,0,19.1418805717
493,-86759200748.9,111815834602,48472498755,-0.61302150978,0.790066217824,0.342496019042,141527173742,0,-37.8082999176,0,-52.1917000824,0,0,18.9061278902
494,-88825491747.5,110441689467,47876801913.3,-0.626724196509,0.77924115748,0.337803409336,141729789563,0,-38.8088510882,0,-51.1911489118,0,0,18.6651437262
495,-90864760612.2,109036227412,47267529114.2,-0.640189554448,0.768216983915,0.333024320169,141934158504,0,-39.8059555494,0,-50.1940444506,0,0,18.4190127109
496,-92876426456.8,107599936689,46644892016.2,-0.653415157274,0.756999757097,0.328161653418,142139984538,0,-40.7995877478,0,-49.2004122522,0,0,18.1678524647
497,-94859921713.6,106133314001,46009105943.2,-0.666398907851,0.745595396723,0.323217820955,142347064029,0,-41.7897354859,0,-48.2102645141,0,0,17.911757065
498,-96814692272.8,104636864080,45360389698.3,-0.679138704278,0.7340099593,0.318195459636,142555101110,0,-42.7763749659,0,-47.2236250341,0,0,17.6508339607
499,-98740197600.9,103111099256,44698965378.6,-0.69163293062,0.722249187803,0.313097191221,142763881707,0,-43.7595088741,0,-46.2404911259,0,0,17.3851916949
500,-100635910838,101556539028,44025058188.8,-0.703879846197,0.710319056563,0.307925351648,142973135084,0,-44.7391194216,0,-45.2608805784,0,0,17.1149257998
501,-102501318874,99973709635.5,43338896256.7,-0.715878231677,0.69822514808,0.302682696322,143182618141,0,-45.7152197382,0,-44.2847802618,0,0,16.8401556655
502,-104335922406,98363143637.2,42640710448.1,-0.727626725234,0.685973285723,0.297371385764,143392099292,0,-46.6878012939,0,-43.3121987061,0,0,16.5609715285
503,-106139235971,96725379484.2,41930734183.8,-0.739124435819,0.673568903955,0.291994111331,143601304642,0,-47.6568842556,0,-42.3431157444,0,0,16.2774935055
504,-107910787964,95060961103.2,41209203258.3,-0.750370384506,0.661017614028,0.286553050379,143810035635,0,-48.62247193,0,-41.37752807,0,0,15.9898167311
505,-109650120633,93370437482.7,40476355660.3,-0.761363942864,0.648324723041,0.28105063973,144018005224,0,-49.5845880656,0,-40.4154119344,0,0,15.6980520826
506,-111356790055,91654362264.2,39732431395.5,-0.772104519159,0.63549556371,0.27548919278,144225026231,0,-50.5432508017,0,-39.4567491983,0,0,15.4023060306
507,-113030366095,89913293341.3,38977672313.1,-0.782591681611,0.622535348293,0.269870833562,144430824585,0,-51.4984836563,0,-38.5015163437,0,0,15.1026770589
508,-114670432344,88147792465.3,38212321934.2,-0.792825219882,0.609449071473,0.26419797078,144635202222,0,-52.4503221018,0,-37.5496778982,0,0,14.7992809406
509,-116276586040,86358424859.1,37436625285.4,-0.802804856999,0.596241865,0.25847252095,144837916939,0,-53.3987874393,0,-36.6012125607,0,0,14.4922092556
510,-117848437975,84545758840.5,36650828734.4,-0.812530718087,0.582918375217,0.252696817804,145038750194,0,-54.3439315123,0,-35.6560684877,0,0,14.1815780201
511,-119385612381,82710365454.7,35855179831.6,-0.822002690901,0.569483604814,0.246872752842,145237494972,0,-55.2857762064,0,-34.7142237936,0,0,13.8674815992
512,-120887746801,80852818118.2,35049927155,-0.831221136526,0.555941923398,0.241002410102,145433917559,0,-56.2243833426,0,-33.7756166574,0,0,13.5500267653
513,-122354491950,78973692272.5,34235320160.8,-0.840186162669,0.542298084137,0.235087776002,145627837374,0,-57.1597831619,0,-32.8402168381,0,0,13.2293170915
514,-123785511550,77073565050.8,33411609038.3,-0.848898243426,0.528556309495,0.229130632501,145819018146,0,-58.0920377216,0,-31.9079622784,0,0,12.9054470677
515,-125180482168,75153014956.3,32579044570.7,-0.85735775851,0.514720967051,0.223133028758,146007294186,0,-59.0211941396,0,-30.9788058604,0,0,12.5785276952
516,-126539093023,73212621553.9,31737878001.4,-0.865565207022,0.500796238398,0.217096548643,146192438137,0,-59.9473072952,0,-30.0526927048,0,0,12.2486465892
517,-127861045797,71252965174.9,30888360906.3,-0.873521234969,0.48678604341,0.211023147178,146374290580,0,0,0,-29.1295555236,0,0,11.9159135288
518,-129146054422,69274626636.3,30030745071.5,-0.881226352739,0.472694526348,0.204914387453,146552641301,0,0,0,-28.2093467083,0,0,11.5804187368
519,-130393844868,67278186973.6,29165282377.9,-0.88868139474,0.458525221382,0.198771969986,146727330400,0,0,0,-27.2919836071,0,0,11.2422617774
520,-131604154909,65264227189,28292224692.1,-0.895886930516,0.444282126278,0.192597552427,146898172531,0,0,0,-26.3774185577,0,0,10.9015416667
521,-132776733896,63233328014.3,27411823763.1,-0.902843870256,0.429968540641,0.186392539184,147065000020,0,0,0,-25.4655636694,0,0,10.558345172
522,-133911342508,61186069689.4,26524331127.2,-0.909552899035,0.415588166166,0.180158649846,147227659912,0,0,0,-24.5563615681,0,0,10.2127781726
523,-135007752502,59123031756.5,25629998017.7,-0.916014912896,0.401144212662,0.173897102275,147385971729,0,0,0,-23.6497282439,0,0,9.86492039137
524,-136065746461,57044792869.5,24729075283.1,-0.922230727999,0.386639993191,0.167609523903,147539816555,0,0,0,-22.7455908452,0,0,9.51487585134
525,-137085117535,54951930620.4,23821813311.4,-0.928201191085,0.372078686395,0.161297127099,147689005548,0,0,0,-21.8438725007,0,0,9.16272703038
526,-138065669172,52845021380.7,22908461961.5,-0.933927214059,0.357463227255,0.154961287902,147833443044,0,0,0,-20.9444856195,0,0,8.80856697164
527,-139007214854,50724640159.8,21989270502,-0.939409603378,0.342796728516,0.148603335359,147972949311,0,0,0,-20.0473577762,0,0,8.45248752802
528,-139909577831,48591360479.2,21064487556.3,-0.944649306298,0.328081831424,0.142224348989,148107430120,0,0,0,-19.1523917508,0,0,8.09456792111
529,-140772590847,46445754262.9,20134361055.3,-0.949647109467,0.313321508169,0.135825751497,148236738244,0,0,0,-18.2595144748,0,0,7.73490791981
530,-141596095876,44288391743.9,19199138196.7,-0.954403941259,0.298518201972,0.129408431704,148360760172,0,0,0,-17.3686246228,0,0,7.37357853982
531,-142379943847,42119841386.5,18259065411.8,-0.958920577236,0.283674684373,0.122973756397,148479395545,0,0,0,-16.4796443774,0,0,7.01067886011
532,-143123994384,39940669825.2,17314388338.2,-0.963197890758,0.268793272312,0.11652261019,148592506626,0,0,0,-15.5924721423,0,0,6.64628191812
533,-143828115538,37751441817.7,16365351800.3,-0.967236641965,0.25387650234,0.11005613588,148700034161,0,0,0,-14.7070228416,0,0,6.28047636667
534,-144492183528,35552720215,15412199795.6,-0.971037625281,0.238926621139,0.103575355313,148801831914,0,0,0,-13.8231973414,0,0,5.91334504206
535,-145116082488,33345065945.4,14455175488.4,-0.974601576103,0.223945903865,0.0970811212644,148897858521,0,0,0,-12.9409012692,0,0,5.54496213524
536,-145699704213,31129038013.8,13494521208.9,-0.977929192287,0.208936580982,0.0905745949634,148987985819,0,0,0,-12.0600404603,0,0,5.17542022104
537,-146242947917,28905193515.1,12530478459.4,-0.981021171292,0.193900648468,0.0840564258901,149072164743,0,0,0,-11.1805096944,0,0,4.80478364815
538,-146745719998,26674087662.1,11563287926.4,-0.983878106511,0.178840352072,0.0775277790591,149150305463,0,0,0,-10.3022208837,0,0,4.43314683328
539,-147207933807,24436273826.6,10593189498.1,-0.986500634585,0.163757436362,0.0709892864249,149222338880,0,0,0,-9.4250590305,0,0,4.0605745854
540,-147629509429,22192303593.8,9620422288.36,-0.988889250754,0.148654127902,0.0644419394463,149288216469,0,0,0,-8.54893935777,0,0,3.68715283581
541,-148010373471,19942726829.1,8645224665.34,-0.991044498273,0.133532027779,0.0578865162042,149347854475,0,0,0,-7.67374273271,0,0,3.31295596516
542,-148350458865,17688091757.2,7667834286.08,-0.992966788267,0.118393232065,0.0513237406743,149401233723,0,0,0,-6.7993805012,0,0,2.93805580231
543,-148649704672,15428945052.8,6688488135.63,-0.994656540723,0.103239362637,0.0447545712078,149448271089,0,0,0,-5.92573817026,0,0,2.56253805998
544,-148908055910,13165831942.3,5707422571.06,-0.996114088587,0.0880722573723,0.0381795239396,149488960727,0,0,0,-5.05271513784,0,0,2.18646361299
