No.of Days,Sun_PosX,Sun_PosY,Sun_PosZ,SunVecX,SunVecY,SunVecZ,SunVec_Mag,X_azi,Y_azi,Z_azi,nX_azi,nY_azi,nZ_azi,X_ele
182,-149463825119,5809139420.95,2518292651.03,-0.99924555152,0.0388371956689,0.0168360963275,149576677169,0,0,0,-2.22576717033,0,0,0.964546135066
183,-149548240855,3535235052.98,1532543059.63,-0.999720705298,0.0236328457431,0.0102449892949,149590016973,0,0,0,-1.35418839386,0,0,0.586974112097
184,-149591565142,1260201653.84,546304060.832,-0.999964517874,0.00842395353607,0.00365181364758,149596876044,0,0,0,-0.482662693077,0,0,0.209232579487
185,-149593776839,-1015421728.08,-440190665.017,-0.999976963534,-0.00678766534976,-0.00294248764465,149597220920,0,0,0,0.388907563645,0,0,-0.16859163674
186,-149554859858,-3291096488.31,-1426707630.04,-0.999757956061,-0.0220006657352,-0.00953739090651,149591068713,0,0,0,1.2606470054,0,0,-0.546435678649
187,-149474803104,-5566284300.74,-2413013467.04,-0.999307352376,-0.0372131090891,-0.0161321046329,149578407933,0,0,0,2.13264650695,0,0,-0.924221341095
188,-149353600423,-7840446947.59,-3398874855.79,-0.998624931172,-0.0524237240364,-0.0227259223873,149559253961,0,0,0,3.0050356369,0,0,-1.30187534374
189,-149191250572,-10113046146.1,-4384058447.94,-0.997710433173,-0.0676305518134,-0.0293182411431,149533619607,0,0,0,3.87790521141,0,0,-1.67933042915
190,-148987757202,-12383543372.7,-5368330790.69,-0.996563504534,-0.0828322487407,-0.0359081688805,149501515561,0,0,0,4.7513822095,0,0,-2.05650294797
191,-148743128861,-14651399684.8,-6351458249.72,-0.995183761841,-0.0980269359261,-0.0424952282317,149462982139,0,0,0,5.62556396224,0,0,-2.43333319142
192,-148457379009,-16916075542.5,-7333206931.73,-0.993570731025,-0.11321308427,-0.0490784313093,149418022851,0,0,0,6.5005691973,0,0,-2.80973249922
193,-148130526054,-19177030629.7,-8313342606.9,-0.991723893432,-0.128388937201,-0.0556572907294,149366706216,0,0,0,7.37650506836,0,0,-3.18564114782
194,-147762593398,-21433723675.8,-9291630631.73,-0.989642668477,-0.143552738499,-0.0622308551552,149309030996,0,0,0,8.25348045525,0,0,-3.56097325765
195,-147353609509,-23685612279.6,-10267835872.6,-0.987326396974,-0.158702822401,-0.0687984848564,149245087697,0,0,0,9.13161141895,0,0,-3.93566117218
196,-146903608005,-25932152735.2,-11241722630.2,-0.984774399518,-0.17383722862,-0.0753593663929,149174880821,0,0,0,10.0109991063,0,0,-4.3096277849
197,-146412627748,-28172799861.5,-12213054565.8,-0.981985881447,-0.188954303041,-0.0819126302072,149098508923,0,0,0,10.8917648152,0,0,-4.68279332686
198,-145880712969,-30407006835.8,-13181594629.3,-0.978960065495,-0.204051930073,-0.0884576117703,149015998623,0,0,0,11.7740055719,0,0,-5.05509028206
199,-145307913394,-32634225032.9,-14147104988.7,-0.975696034362,-0.219128383671,-0.0949932376485,148927440010,0,0,0,12.6578439431,0,0,-5.42642850962
200,-144694284398,-34853903869.3,-15109346963.6,-0.972192912077,-0.23418142904,-0.101518900976,148832896613,0,0,0,13.5433757406,0,0,-5.79674508225
201,-144039887166,-37065490655.2,-16068080960.2,-0.96844967409,-0.249209206801,-0.108033437112,148732439578,0,0,0,14.4307220633,0,0,-6.16594615317
202,-143344788875,-39268430453.3,-17023066410.4,-0.964465347116,-0.264209375707,-0.114536146564,148626174283,0,0,0,15.3199790751,0,0,-6.53396506832
203,-142609062890,-41462165946.5,-17974061714.7,-0.960238816112,-0.279179899048,-0.121025909259,148514154872,0,0,0,16.2112646285,0,0,-6.90071221179
204,-141832788972,-43646137315.1,-18920824188.6,-0.955769012403,-0.294118334909,-0.127501798959,148396520350,0,0,0,17.1046764114,0,0,-7.26610987098
205,-141016053500,-45819782123.2,-19863110013.4,-0.951054752793,-0.309022421824,-0.133962822694,148273321782,0,0,0,18.0003269734,0,0,-7.63007753286
206,-140158949715,-47982535217.1,-20800674192.4,-0.946094871058,-0.323889633914,-0.140407776764,148144714552,0,0,0,18.8983173672,0,0,-7.99252386844
207,-139261577965,-50133828634.3,-21733270511.1,-0.94088814697,-0.338717426317,-0.146835776002,148010765362,0,0,0,19.7987520087,0,0,-8.35337656735
208,-138324045971,-52273091525.9,-22660651503.9,-0.935433311294,-0.353503210908,-0.153245395325,147871628700,0,0,0,20.7017374915,0,0,-8.71253416206
209,-137346469101,-54399750091,-23582568425.5,-0.929729140929,-0.368244109943,-0.159635741486,147727401147,0,0,0,21.6073676855,0,0,-9.06992623763
210,-136328970659,-56513227526,-24498771228.8,-0.923774266133,-0.382937469087,-0.166005298186,147578226911,0,0,0,22.5157553671,0,0,-9.4254487878
211,-135271682179,-58612943987.8,-25409008549.2,-0.917567483152,-0.397580072264,-0.172353007066,147424236908,0,0,0,23.4269840185,0,0,-9.77902475624
212,-134174743737,-60698316571.8,-26313027695,-0.911107348608,-0.412169139204,-0.178677394774,147265565548,0,0,0,24.3411697608,0,0,-10.1305553426
213,-133038304261,-62768759306.7,-27210574644.8,-0.904392674561,-0.426701172017,-0.1849771152,147102374053,0,0,0,25.2583896513,0,0,-10.4799503273
214,-131862521860,-64823683164.7,-28101394052.6,-0.897422003073,-0.441173150134,-0.191250805271,146934793439,0,0,0,26.1787567099,0,0,-10.8271200599
215,-130647564155,-66862496088.9,-28985229259,-0.890194134248,-0.455581390479,-0.197496800418,146763008127,0,0,0,27.1023481553,0,0,-11.1719598118
216,-129393608615,-68884603038.3,-29861822311,-0.882707674963,-0.469922504847,-0.203713811789,146587152476,0,0,0,28.029266275,0,0,-11.5143872595
217,-128100842906,-70889406050.6,-30730913989.5,-0.874961383236,-0.484192707345,-0.209899929167,146407428425,0,0,0,28.9595943231,0,0,-11.8542875475
218,-126769465232,-72876304323.1,-31592243843.8,-0.866954001914,-0.498388160539,-0.216053813394,146223978188,0,0,0,29.8934187315,0,0,-12.1915790085
219,-125399684693,-74844694312.6,-32445550235.2,-0.858684245147,-0.512504992305,-0.222173446347,146037017177,0,0,0,30.8308305432,59.1691694568,0,-12.5261445429
220,-123991721640,-76793969854.4,-33290570388.8,-0.850151027527,-0.526538916315,-0.22825728288,145846699578,0,0,0,31.7719002319,58.2280997681,0,-12.857894848
221,-122545808025,-78723522300.6,-34127040453.2,-0.841353064527,-0.54048591176,-0.234303331412,145653248764,0,0,0,32.7167230924,57.2832769076,0,-13.1867181633
222,-121062187765,-80632740678.2,-34954695568.7,-0.83228943652,-0.554341315308,-0.24030972541,145456837768,0,0,0,33.6653581938,56.3346418062,0,-13.5125115629
223,-119541117093,-82521011866.9,-35773269945.4,-0.822958945049,-0.568100849114,-0.246274565292,145257688930,0,0,0,34.6178980857,55.3821019143,0,-13.835172335
224,-117982864916,-84387720797.2,-36582496947.8,-0.813360808509,-0.58175956819,-0.25219564096,145056003644,0,0,0,35.5743966915,54.4256033085,0,-14.1545830666
225,-116387713162,-86232250668.7,-37382109190.4,-0.803494009847,-0.595312838884,-0.258071108299,144851993366,0,0,0,36.5349368872,53.4650631128,0,-14.4706482196
226,-114755957133,-88053983188.2,-38171838640.6,-0.793357888139,-0.608755502092,-0.263898494298,144645895059,0,0,0,37.4995719608,52.5004280392,0,-14.783240561
227,-113087905842,-89852298829,-38951416731,-0.782951684089,-0.622082518949,-0.269675887592,144437904947,0,0,0,38.4683710344,51.5316289656,0,-15.0922652265
228,-111383882353,-91626577109.5,-39720574480.2,-0.772274871526,-0.635288535084,-0.275400696973,144228293907,0,0,0,39.4413878609,50.5586121391,0,-15.3975931595
229,-109644224108,-93376196892.5,-40479042622.7,-0.761326996563,-0.648368108642,-0.281070792812,144017249353,0,0,0,40.4186769592,49.5813230408,0,-15.6991222326
230,-107869283244,-95100536704.4,-41226551747.2,-0.75010771038,-0.661315675626,-0.286683604827,143805062866,0,0,0,41.4002910432,48.5997089568,0,-15.9967290984
231,-106059426907,-96798975074,-41962832443.4,-0.738616895692,-0.674125419635,-0.292236679809,143591929432,0,0,0,42.3862707913,47.6137292087,0,-16.290298949
232,-104215037550,-98470890891.2,-42687615457.7,-0.726854433903,-0.686791549101,-0.297727533494,143378141083,0,0,0,43.3766657263,46.6233342737,0,-16.5797175944
233,-102336513217,-100115663785,-43400631856.7,-0.71482057644,-0.699307903215,-0.303153384215,143163918990,0,0,0,44.3715033194,45.6284966806,0,-16.8648574733
234,-100424267817,-101732674519,-44101613199,-0.702515485519,-0.711668456942,-0.308511792508,142949538040,0,0,0,45.370828217,44.629171783,0,-17.1456113029
235,-98478731383.8,-103321305407,-44790291715.5,-0.689939816684,-0.723866734526,-0.313799749203,142735256384,0,0,0,46.374654974,43.625345026,0,-17.421844195
236,-96500350318.9,-104880940748,-45466400496.9,-0.677094068288,-0.735896475524,-0.319014735974,142521325392,0,0,0,47.3830214889,42.6169785111,0,-17.6934491967
237,-94489587615,-106410967272,-46129673688.6,-0.663979322285,-0.747750934187,-0.324153672932,142308037551,0,0,0,48.3959306478,41.6040693522,0,-17.9602922776
238,-92446923066,-107910774610,-46779846693.5,-0.650596491955,-0.759423600275,-0.3292138273,142095627319,0,0,0,49.4134100801,40.5865899199,0,-18.2222596679
239,-90372853455.1,-109379755778,-47416656381.3,-0.636947077849,-0.770907530135,-0.334192179985,141884407725,0,0,0,50.4354543531,39.5645456469,0,-18.4792248658
240,-88267892724,-110817307671,-48039841304.4,-0.623032516492,-0.782195936702,-0.339085717221,141674610133,0,0,0,51.4620753435,38.5379246565,0,-18.7310637589
241,-86132572120.3,-112222831582,-48649141920.4,-0.608854696013,-0.793281765291,-0.343891518732,141466551189,0,0,0,52.4932639764,37.5067360236,0,-18.9776590461
242,-83967440323.2,-113595733724,-49244300820.6,-0.594415689437,-0.804157937318,-0.348606337444,141260471509,0,0,0,53.5290108741,36.4709891259,0,-19.2188785972
243,-81773063546.3,-114935425770,-49825062963.6,-0.579717754935,-0.814817356598,-0.353227282696,141056679008,0,0,0,54.5693065263,35.4306934737,0,-19.4546103938
244,-79550025616.1,-116241325407,-50391175914.4,-0.564763673976,-0.825252684065,-0.357751015609,140855429050,0,0,0,55.614117981,34.385882019,0,-19.6847212845
245,-77298928025.9,-117512856897,-50942390088.3,-0.54955611424,-0.835456807562,-0.362174550991,140657015355,0,0,0,56.6634341196,33.3365658804,0,-19.9090978089
246,-75020389964.3,-118749451648,-51478458998.8,-0.534098560992,-0.845422218271,-0.366494616989,140461707447,0,0,0,57.7172013263,32.2827986737,0,-20.1276134756
247,-72715048317,-119950548796,-51999139509.7,-0.518394202874,-0.855141772121,-0.370708043745,140269783177,0,0,0,58.775400686,31.224599314,0,-20.3401484106
248,-70383557642.1,-121115595794,-52504192089.8,-0.502447154134,-0.864607921143,-0.374811715037,140081523827,0,0,0,59.8379650869,30.1620349131,0,-20.5465867197
249,-68026590116.9,-122244049007,-52993381071.3,-0.486261275063,-0.873813465434,-0.378802291868,139897189482,0,0,0,0,29.0951408112,0,-20.7468024611
250,-65644835457.7,-123335374311,-53466474910,-0.469841214563,-0.882750946246,-0.382676788231,139717071563,0,0,0,0,28.0239899235,0,-20.9406884187
251,-63239000809.6,-124389047698,-53923246446.8,-0.453191630257,-0.89141311762,-0.386431824707,139541409899,0,0,0,0,26.9486407739,0,-21.1281185139
252,-60809810608.1,-125404555884,-54363473171.4,-0.43631765391,-0.899792701063,-0.390064436082,139370503291,0,0,0,0,25.8691679183,0,-21.3089880575
253,-58358006410.3,-126381396917,-54786937485.9,-0.419224788356,-0.90788246862,-0.393571380507,139204571986,0,0,0,0,24.7856548116,0,-21.4831790636
254,-55884346697.6,-127319080784,-55193426968.3,-0.401918669118,-0.915675370104,-0.396949606527,139043913868,0,0,0,0,23.6981786659,0,-21.6505833659
255,-53389606646.6,-128217130020,-55582734636.1,-0.384405607437,-0.923164302262,-0.400196141018,138888737176,0,0,0,0,22.6068446051,0,-21.8110968074
256,-50874577871.4,-129075080311,-55954659208.1,-0.366691816135,-0.930342470266,-0.403307830339,138739323402,0,0,0,0,21.5117371059,0,-21.9646062746
257,-48340068134.6,-129892481097,-56309005365,-0.348784331269,-0.937203014433,-0.40628198625,138595881955,0,0,0,0,20.4129774035,0,-22.1110213869
258,-45786901028.6,-130668896164,-56645584006.8,-0.330690018838,-0.943739429843,-0.409115462558,138458659910,0,0,0,0,19.3106621673,0,-22.2502287726
259,-43215915626.8,-131403904233,-56964212508.5,-0.312416557846,-0.94994520599,-0.411805760424,138327879300,0,0,0,0,18.2049239926,0,-22.3821462679
260,-40627966104.2,-132097099542,-57264714970.7,-0.293971506081,-0.955814183622,-0.414349933568,138203741136,0,0,0,0,17.0958746264,0,-22.5066689127
261,-38023921329.3,-132748092413,-57546922467,-0.275363126251,-0.961340287672,-0.416745538252,138086481106,0,0,0,0,15.9836552789,0,-22.6237153567
262,-35404664425.8,-133356509811,-57810673286.5,-0.256599667051,-0.966517775765,-0.418990010018,137976255752,0,0,0,0,14.8683936344,0,-22.7331971082
263,-32771092306.1,-133921995894,-58055813170.4,-0.23768992303,-0.971341083498,-0.421080883673,137873301586,0,0,0,0,13.750237756,0,-22.8350291287
264,-30124115175.6,-134444212540,-58282195542.9,-0.218642817531,-0.975804959171,-0.423016060365,137777744828,0,0,0,0,12.6293316441,0,-22.9291426173
265,-27464656010.1,-134922839871,-58489681735.3,-0.199467608311,-0.979904420459,-0.424793097538,137689801150,0,0,0,0,11.5058279504,0,-23.0154502758
266,-24793650005.2,-135357576745,-58678141203.3,-0.180173876444,-0.983634776859,-0.426410315729,137609584705,0,0,0,0,10.3798877771,0,-23.0938999264
267,-22112044000.4,-135748141248,-58847451735.9,-0.160771259036,-0.98699169311,-0.427865453735,137537270319,0,0,0,0,9.25166567629,0,-23.1644090297
268,-19420795876.5,-136094271150,-58997499656.5,-0.141269958678,-0.989971110071,-0.429157114561,137472971975,0,0,0,0,8.121339941,0,-23.2269346633
269,-16720873929.3,-136395724351,-59128180014.6,-0.121679926715,-0.99256939074,-0.430283423195,137416814029,0,0,0,0,6.98906584867,0,-23.2814083146
270,-14013256219.4,-136652279302,-59239396769,-0.102011892707,-0.994783179264,-0.431243121582,137368910475,0,0,0,0,5.85503601543,0,-23.3277887636
271,-11298929899.4,-136863735405,-59331062960,-0.0822761121761,-0.996609573186,-0.432034881436,137329337352,0,0,0,0,4.71940879233,0,-23.3660286942
272,-8578890519.67,-137029913385,-59403100871.9,-0.0624836697266,-0.998045986424,-0.432657515615,137298199688,0,0,0,0,3.58238421038,0,-23.3960848168
273,-5854141314.3,-137150655639,-59455442184.6,-0.0426451675105,-0.99909028105,-0.433110292395,137275533679,0,0,0,0,2.44412931686,0,-23.4179329306
274,-3125692467.7,-137225826562,-59488028114,-0.0227718283195,-0.999740688296,-0.433392143834,137261424290,0,0,0,0,1.30484244343,0,-23.4315296367
275,-394560363.87,-137255312845,-59500809540.2,-0.00287464161072,-0.999995868209,-0.433502860546,137255875814,0,0,0,0,0.164705058749,0,-23.4368699217
276,2338233180.61,-137239023738,-59493747124.5,0.0170352202675,-0.999854890107,-0.433441641644,137258945232,0,0,0,0,-0.976093438465,0,-23.4339171563
277,5071661698.25,-137176891297,-59466811413.2,0.0369464140798,-0.999317248168,-0.433208643712,137270609678,0,0,0,0,-2.11735549296,0,-23.4226777829
278,7804694865.68,-137068870590,-59419982929.4,0.0568479142519,-0.998382849735,-0.432803517357,137290893279,0,0,0,0,-3.25890246188,0,-23.4031307157
279,10536299310.2,-136914939879,-59353252250.9,0.0767281675486,-0.997052048945,-0.432226621687,137319750026,0,0,0,0,-4.40052519837,0,-23.3752859326
280,13265439426.8,-136715100774,-59266620076.1,0.0965762915137,-0.99532558488,-0.431478199709,137357165789,0,0,0,0,-5.54205188246,0,-23.339144722
281,15991078203.2,-136469378346,-59160097275.2,0.116380746986,-0.993204672628,-0.430558718496,137403077982,0,0,0,0,-6.68327082574,0,-23.2947161359
282,18712178052,-136177821223,-59033704928.5,0.136130745631,-0.990690880191,-0.429469046634,137457426696,0,0,0,0,-7.8240105044,0,-23.2420256407
283,21427701648.3,-135840501636,-58887474350.5,0.155814990198,-0.987786256652,-0.428209778235,137520140932,0,0,0,0,-8.96406606002,0,-23.1810825172
284,24136612770.3,-135457515452,-58721447100.6,0.175422768096,-0.984493195727,-0.426782313658,137591109036,0,0,0,0,-10.10326153,0,-23.111932238
285,26837877142,-135028982160,-58535674979,0.194943186886,-0.980814535928,-0.425187497601,137670255566,0,0,0,0,-11.2414047484,0,-23.0345906606
286,29530463275.8,-134555044834,-58330220009.6,0.214365663899,-0.976753480742,-0.423427079666,137757419334,0,0,0,0,-12.378314871,0,-22.9491149195
287,32213343313.5,-134035870056,-58105154407.8,0.233679792551,-0.972313609158,-0.421502320235,137852514357,0,0,0,0,-13.5138138412,0,-22.8555359744
288,34885493864.2,-133471647815,-57860560535.1,0.252875232134,-0.96749889766,-0.419415128972,137955343791,0,0,0,0,-14.6477190757,0,-22.7539140291
289,37545896836.4,-132862591364,-57596530839.6,0.271942093654,-0.962313617122,-0.417167298448,138065795012,0,0,0,0,-15.7798654784,0,-22.6443014831
290,40193540264.1,-132208937057,-57313167782.1,0.290870401971,-0.956762462295,-0.41476079101,138183656857,0,0,0,0,-16.9100728997,0,-22.5267570415
291,42827419123.6,-131510944144,-57010583749.8,0.309650809994,-0.950850343572,-0.412197927162,138308771840,0,0,0,0,-18.0381879464,0,-22.4013551458
292,45446536141.1,-130768894540,-56688900955.1,0.328273810481,-0.944582609067,-0.40948074305,138440932877,0,0,0,0,-19.1640362604,0,-22.2681547541
293,48049902587.7,-129983092563,-56348251322.2,0.34673062751,-0.937964749842,-0.406611951591,138579928207,0,0,0,0,-20.2874755546,0,-22.1272466146
294,50636539061,-129153864641,-55988776359.9,0.365012307146,-0.931002693676,-0.403593786142,138725560774,0,0,0,0,-21.4083401085,0,-21.9786967865
295,53205476252.7,-128281558990,-55610627022.7,0.383110658606,-0.923702453857,-0.400429147908,138877570108,0,0,0,0,-22.5264976172,0,-21.8226032146
296,55755755698.5,-127366545265,-55213963558.4,0.401017373756,-0.916070448135,-0.397120605358,139035760852,0,0,0,0,-23.6417948428,0,-21.6590467377
297,58286430510.7,-126409214180,-54798955344.2,0.418724825636,-0.908113164972,-0.393671078076,139199841470,0,0,0,0,-24.7541065496,0,-21.4881250014
298,60796566091.4,-125409977104,-54365780711.5,0.436225456368,-0.899837402655,-0.390083522977,139369602563,0,0,0,0,-25.8632972341,0,-21.3099372319
299,63285240824.9,-124369265629,-53914626758.5,0.453512160251,-0.891250088642,-0.386360824446,139544741681,0,0,0,0,-26.9692447956,0,-21.1245789613
300,65751546748,-123287531118,-53445689153,0.470578212839,-0.882358286413,-0.382506248349,139725022424,0,0,0,0,-28.0718361275,0,-20.9321648512
301,68194590196.8,-122165244218,-52959171924.4,0.48741701227,-0.873169317,-0.378522715226,139910145082,0,0,0,0,-29.1709502069,0,-20.732792694
302,70613492430,-121002894365,-52455287245.8,0.504022680498,-0.863690417652,-0.374413623095,140099842155,-59.7335028142,0,0,0,-30.2664971858,0,-20.5265847072
303,73007390224.9,-119800989256,-51934255206.7,0.520389168008,-0.853929220615,-0.370182053797,140293821354,-58.6416402617,0,0,0,-31.3583597383,0,-20.3136480403
304,75375436449.1,-118560054304,-51396303577.9,0.536511365362,-0.843893094436,-0.365831360517,140491787633,-57.5535333453,0,0,0,-32.4464666547,0,-20.0941044178
305,77716800602.3,-117280632080,-50841667566.2,0.552383885268,-0.833589853163,-0.361364861153,140693455704,-56.4692883307,0,0,0,-33.5307116693,0,-19.8680749602
306,80030669331.8,-115963281728,-50270589564,0.568002251968,-0.823026999411,-0.356785782725,140898508918,-55.3889661289,0,0,0,-34.6110338711,0,-19.6356774995
307,82316246917.4,-114608578368,-49683318889.3,0.583361856375,-0.812212376492,-0.352097634814,141106668357,-54.312653216,0,0,0,-35.687346784,0,-19.3970457079
308,84572755727.1,-113217112486,-49080111521.3,0.598458734708,-0.80115363249,-0.34730356436,141317600818,-53.240407783,0,0,0,-36.759592217,0,-19.1522964768
309,86799436642.3,-111789489309,-48461229829,0.613289109466,-0.789858511514,-0.342407121551,141531033668,-52.172291142,0,0,0,-37.827708858,0,-18.9015690664
310,88995549451.5,-110326328166,-47826942295,0.627849478072,-0.778334782009,-0.337411494304,141746622970,-51.1083614579,0,0,0,-38.8916385421,0,-18.6449861817
311,91160373213.4,-108828261840,-47177523234.7,0.642136852983,-0.766590022138,-0.332320099778,141964099331,-50.0486555812,0,0,0,-39.9513444188,0,-18.3826843448
312,93293206587.2,-107295935913,-46513252511.5,0.656148219085,-0.754632039203,-0.327136263208,142183118604,-48.9932285496,0,0,0,-41.0067714504,0,-18.1147975817
313,95393368131.8,-105730008102,-45834415248.8,0.669881265855,-0.742468241514,-0.32186317168,142403405718,-47.9420984935,0,0,0,-42.0579015065,0,-17.8414550689
314,97460196571.8,-104131147586,-45141301539.4,0.683333525863,-0.730106356932,-0.316504278556,142624631949,-46.8953110712,0,0,0,-43.1046889288,0,-17.5628021973
315,99493051032.3,-102500034331,-44434206152.8,0.696503238283,-0.717553648908,-0.311062570258,142846504539,-45.8528727623,0,0,0,-44.1471272377,0,-17.2789625865
316,101491311240,-100837358415,-43713428241.1,0.709388522806,-0.704817652809,-0.305541503444,143068724932,-44.8148143799,0,0,0,-45.1851856201,0,-16.9900869135
317,103454377693,-99143819346.4,-42979271044.6,0.721988073022,-0.691905501072,-0.299943989417,143290975806,-43.7811357033,0,0,0,-46.2188642967,0,-16.6962999959
318,105381671799,-97420125381.9,-42232041596.6,0.734300587962,-0.678824459282,-0.294273312776,143512993716,-42.7518503015,0,0,0,-47.2481496985,0,-16.3977488662
319,107272635979,-95666992851,-41472050429.8,0.746325160572,-0.665581516192,-0.288532442994,143734442667,-41.7269532052,0,0,0,-48.2730467948,0,-16.0945667329
320,109126733745,-93885145478.8,-40699611282.5,0.75806102582,-0.652183625318,-0.282724363573,143955084820,-40.7064409003,0,0,0,-49.2935590997,0,-15.7868902494
321,110943449738,-92075313713.6,-39915040807.9,0.76950764013,-0.638637605988,-0.276852153168,144174584500,-39.6903040664,0,0,0,-50.3096959336,0,-15.4748638947
322,112722289745,-90238234061.2,-39118658285.1,0.780664721387,-0.624950072231,-0.270918480783,144392709896,-38.6785229819,0,0,0,-51.3214770181,0,-15.1586131489
323,114462780680,-88374648424.8,-38310785332.8,0.791532053198,-0.611127653408,-0.264926464437,144609149150,-37.6710843841,0,0,0,-52.3289156159,0,-14.8382901716
324,116164470534,-86485303453.3,-37491745627,0.80210978495,-0.597176601088,-0.258878563037,144823658179,-36.6679530905,0,0,0,-53.3320469095,0,-14.5140146858
325,117826928304,-84570949899.3,-36661864622.8,0.812397992935,-0.583103336533,-0.252777776635,145035964912,-35.6691121402,0,0,0,-54.3308878598,0,-14.1859381135
326,119449743886,-82632341986.8,-35821469280,0.822397197581,-0.568913745141,-0.246626512703,145245806439,-34.6745125857,0,0,0,-55.3254874143,0,-13.8541827821
327,121032527945,-80670236791.4,-34970887794.6,0.832107751941,-0.554614000147,-0.240427491352,145452951908,-33.6841321865,0,0,0,-56.3158678135,0,-13.5188904981
328,122574911760,-78685393632.7,-34110449335.4,0.841530464292,-0.540209660843,-0.234183190897,145657127212,-32.6979125079,0,0,0,-57.3020874921,0,-13.180192672
329,124076547037,-76678573480.9,-33240483786.7,0.850665973763,-0.525706573178,-0.227895969846,145858131896,-31.7158216002,0,0,0,-58.2841783998,0,-12.8382167691
330,125537105705,-74650538377.7,-32361321497.2,0.859515277291,-0.511110054786,-0.221568394764,146055696224,-30.7377982569,0,0,0,-59.2622017431,0,-12.4931041131
331,126956279689,-72602050873.8,-31473293036.2,0.868079315613,-0.496425524933,-0.215202503431,146249635765,-29.7637950662,0,0,0,0,0,-12.1449696676
332,128333780650,-70533873482,-30576728956.8,0.876359189275,-0.481658147833,-0.208800852213,146439699438,-28.7937543691,0,0,0,0,0,-11.7939591307
333,129669339720,-68446768148.7,-29671959566.3,0.8843561286,-0.466812850944,-0.202365299222,146625708812,-27.8276098775,0,0,0,0,0,-11.4401822945
334,130962707204,-66341495743.2,-28759314705.2,0.892071298026,-0.451894677153,-0.195898227875,146807439346,-26.8653095989,0,0,0,0,0,-11.0837800356
335,132213652269,-64218815565.7,-27839123533.6,0.899506157479,-0.436908082619,-0.189401483409,146984714665,-25.906770423,0,0,0,0,0,-10.7248658095
336,133421962613,-62079484875.8,-26911714327.1,0.906661946613,-0.42185793173,-0.182877135617,147157339661,-24.9519421673,0,0,0,0,0,-10.3635675327
337,134587444124,-59924258439.8,-25977414280.5,0.913540258597,-0.406748320124,-0.176327121621,147325138721,-24.0007323636,0,0,0,0,0,-10.0000078303
338,135709920512,-57753888099.8,-25036549320.6,0.920142444382,-0.391583812288,-0.169753155729,147487948033,-23.0530847811,0,0,0,0,0,-9.63429887671
339,136789232942,-55569122363.6,-24089443929.1,0.926470134212,-0.376368290923,-0.163157253972,147645591155,-22.1089068426,0,0,0,0,0,-9.26657147964
340,137825239640,-53370706015.7,-23136420973.5,0.932524811802,-0.361105906036,-0.156540857888,147797937293,-21.1681290376,0,0,0,0,0,-8.89692619556
341,138817815499,-51159379750.3,-22177801547.9,0.938308083331,-0.345800434868,-0.149905939694,147944808925,-20.2306649382,0,0,0,0,0,-8.52549486872
342,139766851670,-48935879827,-21213904824.4,0.94382154824,-0.330455572017,-0.143253833471,148086106102,-19.2964291826,0,0,0,0,0,-8.15237524006
343,140672255141,-46700937747.7,-20245047912.1,0.949066771968,-0.315075010667,-0.136586304924,148221656137,-18.3653421773,0,0,0,0,0,-7.77769070951
344,141533948321,-44455279956.6,-19271545727.9,0.954045419424,-0.299662039097,-0.129904739854,148351379577,-17.4373055459,0,0,0,0,0,-7.40154476614
345,142351868600,-42199627562.5,-18293710875.7,0.95875902584,-0.28422021457,-0.12321058937,148475122820,-16.5122427082,0,0,0,0,0,-7.02404585732
346,143125967923,-39934696083.4,-17311853535.6,0.963209262343,-0.268752519871,-0.116505356698,148592809604,-15.5900479997,0,0,0,0,0,-6.64530660616
347,143856212344,-37661195213.8,-16326281363.3,0.96739764599,-0.253262303814,-0.109790191219,148704322983,-14.6706428577,0,0,0,0,0,-6.26542077831
348,144542581589,-35379828613.7,-15337299398.4,0.97132580765,-0.237752340456,-0.103066650926,148809574004,-13.7539195556,0,0,0,0,0,-5.88450628859
349,145185068614,-33091293720.8,-14345209983.2,0.974995245124,-0.22222572305,-0.0963357141511,148908492964,-12.8397941336,0,0,0,0,0,-5.50264918812
350,145783679161,-30796281583.4,-13350312690.2,0.978407521095,-0.206685080895,-0.089598843618,149000974040,-11.9281598952,0,0,0,0,0,-5.11996385399
351,146338431320,-28495476715.9,-12352904259,0.981564101622,-0.191133237315,-0.0828570217597,149086990272,-11.0189260156,0,0,0,0,0,-4.73653819279
352,146849355088,-26189556974.9,-11353278543.6,0.984466464906,-0.175572718482,-0.0761114726858,149166430666,-10.1119884982,0,0,0,0,0,-4.35247453656
353,147316491938,-23879193456.8,-10351726467,0.987116029685,-0.160006074694,-0.0693633018061,149239292290,-9.20724881835,0,0,0,0,0,-3.96786909707
354,147739894387,-21565050415.5,-9348535985.97,0.989514177943,-0.144435769978,-0.0626134492859,149305480639,-8.30460725061,0,0,0,0,0,-3.58280920204
355,148119625571,-19247785200.6,-8343992064.31,0.991662265958,-0.128864076745,-0.055863138691,149364993948,-7.40395659601,0,0,0,0,0,-3.19739881026
356,148455758830,-16928048214.4,-7338376654.15,0.993561572155,-0.113293434657,-0.0491131110441,149417773450,-6.5052027469,0,0,0,0,0,-2.81171472372
357,148748377296,-14606482888.9,-6331968685.85,0.995213373175,-0.0977258504881,-0.0423645881798,149463803912,-5.60822980874,0,0,0,0,0,-2.42586151906
